OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),DefaultData,TotalGHGEmissions
599,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),4601 6th Ave S,Seattle,WA,3958900565,GREATER DUWAMISH,1971,1.0,1,76354,0,76354,2843033.5,2792753.5,False,20.29
600,NonResidential,Warehouse,Merlino Foods Building,4100 4th Avenue South,Seattle,WA,3958900851,GREATER DUWAMISH,1956,1.0,1,98480,0,98480,2831565.5,2898646.0,False,39.5
601,NonResidential,Mixed Use Property,Wallingford Center,1815 N 45th St.,Seattle,WA,4083300140,LAKE UNION,1904,1.0,2,53002,0,53002,3441643.25,3591767.75,False,64.0
602,NonResidential,Mixed Use Property,199 Blaine,199 E Blaine St.,Seattle,WA,4088802666,LAKE UNION,2008,1.0,3,175918,51218,124700,22530168.0,22846738.0,False,640.71
603,NonResidential,Other,1241 Eastlake - Zymogenetics,1241 Eastlake Ave E,Seattle,WA,4088802925,LAKE UNION,1920,1.0,3,169785,63782,106003,19155416.0,19419744.0,False,406.02
604,NonResidential,Large Office,AGC Building,1200 Westlake Ave N,Seattle,WA,4088803725,LAKE UNION,1971,1.0,11,124721,0,124721,13898181.0,14339818.0,False,365.79
605,NonResidential,Small- and Mid-Sized Office,Lake Union Building,1700 Westlake Ave N,Seattle,WA,4088803750,LAKE UNION,1970,1.0,7,94002,0,94002,5662234.0,5662234.0,False,39.47
606,NonResidential,Warehouse,NWCP-SEA Bldg U,520 S Brandon St,Seattle,WA,5084400005,GREATER DUWAMISH,1974,1.0,1,93020,0,93020,1252323.875,1252323.875,False,8.73
19746,NonResidential,Other,ARTECH,2609 1st Avenue,Seattle,WA,0653000350,DOWNTOWN,1946,1.0,1,23000,0,23000,711118.375,845892.1875,False,25.74
607,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,9262 Rainier Ave,Seattle,WA,5087400030,SOUTHEAST,2002,1.0,1,61053,0,61053,13133225.0,13564414.0,False,306.5
608,NonResidential,Large Office,411 1ST AVE  S (ID608),411 1ST AVE S,Seattle,WA,5247800200,DOWNTOWN,1913,5.0,7,154159,0,154159,11195917.0,11348758.0,False,29.43
609,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,111 South Jackson Street,Seattle,WA,5247800255,DOWNTOWN,1904,1.0,5,78920,0,78920,2830674.75,2830674.75,False,19.73
610,NonResidential,Small- and Mid-Sized Office,FX McRory Building,419 Occidental Ave. S.,Seattle,WA,5247800280,DOWNTOWN,1906,1.0,7,99440,0,99440,6606832.5,6669621.5,False,134.69
611,NonResidential,Small- and Mid-Sized Office,Westland Building,100 South King Street,Seattle,WA,5247800300,DOWNTOWN,1907,1.0,6,73260,0,73260,2853189.5,3020795.0,False,19.89
612,NonResidential,Small- and Mid-Sized Office,The Globe Building,105 South Main St.,Seattle,WA,5247800320,DOWNTOWN,1900,1.0,4,69817,0,69817,2178074.5,2380143.75,False,76.8
613,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,216 1st Ave. S.,Seattle,WA,5247800390,DOWNTOWN,1900,1.0,4,84750,0,84750,2094724.625,2165173.25,False,26.04
614,NonResidential,Small- and Mid-Sized Office,Interurban Building,157 Yesler Way,Seattle,WA,5247800555,DOWNTOWN,1900,1.0,6,75496,13320,62176,3570161.75,3740114.25,False,24.89
615,NonResidential,Large Office,Occidental Mall,308 Occidental Avenue S,Seattle,WA,5247800695,DOWNTOWN,1900,1.0,4,164380,0,164380,7655751.0,7778893.0,False,130.31
616,NonResidential,Large Office,(ID616) Court in the Square,401 Second Ave S,Seattle,WA,5247800755,DOWNTOWN,1907,1.0,7,160580,0,160580,4336187.5,4501784.0,False,99.59
618,NonResidential,Small- and Mid-Sized Office,Prefontaine,110 Prefontaine Pl S,Seattle,WA,5247801045,DOWNTOWN,1909,1.0,6,73470,0,73470,3212269.0,3408133.75,True,22.39
619,Nonresidential COS,Other,King Street Station,303 S Jackson Street,Seattle,WA,5247801160,DOWNTOWN,1906,1.0,3,67755,0,67755,1904480.0,2031594.375,False,13.28
620,NonResidential,Mixed Use Property,Pacific Office Automation,1064 4th Ave S,Seattle,WA,7666204795,GREATER DUWAMISH,1910,1.0,3,56700,0,56700,2371575.0,2462293.5,False,31.58
621,NonResidential,Warehouse,1021-1045 6th Ave. S.,1045 6th Avenue South,Seattle,WA,7666204800,GREATER DUWAMISH,1922,1.0,1,82852,0,82852,2153603.5,2472120.0,False,65.56
622,NonResidential,Other,Pacific Galleries,241 S Lander St,Seattle,WA,7666205335,GREATER DUWAMISH,1953,1.0,2,76442,0,76442,3978277.0,4608482.0,False,132.6
623,NonResidential,Distribution Center,Hullin Transfer Building,270 S HANFORD ST,Seattle,WA,7666205408,GREATER DUWAMISH,1962,1.0,2,92792,0,92792,3155496.0,3471977.25,False,74.18
624,NonResidential,Other,South Occidental Warehouse,1900 Occidental Ave S,Seattle,WA,7666206115,GREATER DUWAMISH,1941,2.0,2,125519,0,125519,2244317.0,2244317.0,False,15.65
625,NonResidential,Large Office,"2200 Equities, LLC",2200 1st Avenue South,Seattle,WA,7666206220,GREATER DUWAMISH,1900,1.0,4,129000,25800,103200,4374646.0,4374646.0,False,30.5
626,NonResidential,Warehouse,Warehouse 1,1750 Occidental Ave S,Seattle,WA,7666206285,GREATER DUWAMISH,1954,1.0,1,78814,0,78814,861972.875,911161.3125,False,16.48
627,NonResidential,Small- and Mid-Sized Office,Roebling Building,901 Occidental Ave S,Seattle,WA,7666206640,GREATER DUWAMISH,1904,1.0,4,58970,0,58970,1776411.75,1916863.375,False,41.18
628,NonResidential,Distribution Center,Palmer Court Building,1000 1st Ave S,Seattle,WA,7666206676,GREATER DUWAMISH,1910,1.0,6,75600,10800,64800,2688675.75,2688675.75,False,18.74
629,NonResidential,Distribution Center,1016 1st Ave S LP,1014 1st Ave S,Seattle,WA,7666206690,GREATER DUWAMISH,1907,1.0,4,56270,0,56270,1056782.125,1056782.125,False,7.37
630,NonResidential,Small- and Mid-Sized Office,The Reedo Building,542 1st Avenue South,Seattle,WA,7666206851,DOWNTOWN,1904,1.0,4,66842,0,66842,5608600.5,5550151.0,False,138.35
632,NonResidential,Small- and Mid-Sized Office,Provident Building,568 1st Avenue South,Seattle,WA,7666206871,DOWNTOWN,1909,1.0,6,75288,10800,64488,2891605.0,2972492.75,False,20.18
633,NonResidential,Large Office,83 S KING ST BLDG (ID633),83 S KING ST,Seattle,WA,7666206895,DOWNTOWN,1904,1.0,7,184322,0,184322,9722890.0,9722890.0,False,67.78
634,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),505 1ST AVE S,Seattle,WA,7666206900,DOWNTOWN,2009,1.0,7,287853,0,287853,25567108.0,25567108.0,False,182.14
635,NonResidential,Small- and Mid-Sized Office,1201 Building,"1201 1st Ave. S.,",Seattle,WA,7666206966,GREATER DUWAMISH,1914,1.0,2,64512,0,64512,5968153.5,6114759.5,False,180.76
637,NonResidential,Mixed Use Property,Stadium Innovation Center,1531 Utah Ave S,Seattle,WA,7666207045,GREATER DUWAMISH,2009,1.0,6,286000,111774,174226,63835192.0,63172816.0,False,445.62
638,NonResidential,Warehouse,West Coast Building,2203 1st Ave. S.,Seattle,WA,7666207175,GREATER DUWAMISH,1926,1.0,7,144050,0,144050,3929371.0,4347677.0,False,98.43
639,NonResidential,Small- and Mid-Sized Office,Green Room,2245 1st Ave. South,Seattle,WA,7666207195,GREATER DUWAMISH,1930,1.0,3,60592,0,60592,5049446.5,5107519.5,False,47.25
640,NonResidential,Large Office,Starbucks Center,2401 Utah Ave South,Seattle,WA,7666207220,GREATER DUWAMISH,1912,0.0,6,1380959,0,1380959,74130576.0,75252304.0,False,810.7
641,NonResidential,Retail Store,The Home Depot,2701 Utah Avenue South,Seattle,WA,7666207295,GREATER DUWAMISH,1993,1.0,1,107930,0,107930,7221482.5,7589347.5,False,100.42
642,NonResidential,Warehouse,99/55 South Spokane St. Whse,99/55 South Spokane St.,Seattle,WA,7666207506,GREATER DUWAMISH,1926,1.0,1,99084,0,99084,1618110.375,1838287.25,False,49.25
647,NonResidential,Distribution Center,Ferguson Building,4100 W Marginal Way SW,Seattle,WA,7666703530,Delridge,1953,1.0,1,72719,0,72719,2581741.75,2774363.5,False,42.74
649,NonResidential,Small- and Mid-Sized Office,INScape,815 Seattle Blvd S.,Seattle,WA,7669800045,EAST,1930,0.0,4,76624,0,76624,2773647.5,3166841.75,False,33.41
650,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,1100 NE 45th ST,Seattle,WA,7733600055,NORTHEAST,2001,1.0,6,91706,36583,55123,8570571.0,8570571.0,False,59.75
651,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,530 Fairview Avenue North,Seattle,WA,7863500020,LAKE UNION,2008,1.0,5,129093,39902,89191,19248732.0,19892050.0,False,477.85
652,NonResidential,Large Office,West Seattle Corporate Center,4025 Delridge Way SW,Seattle,WA,7881500200,DELRIDGE,1991,1.0,5,138106,16221,121885,8381834.5,8381834.5,False,58.43
654,NonResidential,Retail Store,AIRPORT WAY SOUTH,4101 - 4111 AIRPORT WAY S,Seattle,WA,7886100495,GREATER DUWAMISH,1973,1.0,1,56572,0,56572,2409429.0,2540840.5,False,67.29
656,NonResidential,Medical Office,Arnold Pavilion,1221 Madison Street,Seattle,WA,8725990000,EAST,2004,1.0,0,225982,0,225982,20560622.0,20764814.0,False,692.12
657,NonResidential,Mixed Use Property,2200 Westlake - SEDO,2200 Westlake Ave.,Seattle,WA,8729740000,DOWNTOWN,2006,0.0,0,516407,0,516407,39403320.0,40754364.0,False,734.72
658,NonResidential,Large Office,505 Union Station - SEDO,505 5th Ave. South,Seattle,WA,8809700020,DOWNTOWN,2000,1.0,11,312512,0,312512,25747022.0,25747022.0,False,185.39
659,NonResidential,Large Office,Russell Investments Center,1301 2nd Ave,Seattle,WA,9184500000,DOWNTOWN,2005,1.0,42,1592914,0,1592914,56498868.0,56785916.0,False,481.06
660,NonResidential,Small- and Mid-Sized Office,1505 5th Ave,1505 5th Ave.,Seattle,WA,1975700220,DOWNTOWN,1926,1.0,6,97720,0,97720,2478025.25,2478025.25,False,17.28
661,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,1229 madison Street,Seattle,WA,6108450000,EAST,1985,1.0,10,422503,206580,215923,17254810.0,17254810.0,False,190.1
671,NonResidential,Medical Office,Jefferson Tower,1600 E Jefferson St,Seattle,WA,7942600570,CENTRAL,1987,1.0,7,94500,0,94500,5792926.0,5739540.0,False,40.38
673,NonResidential,Retail Store,#8944 West Seattle,7345 Delridge Way SW,Seattle,WA,7985400295,DELRIDGE,2005,0.0,1,94713,0,94713,5417598.0,5820712.5,False,94.74
674,NonResidential,Medical Office,7th and Madison,904   7th Ave.,Seattle,WA,8590400395,EAST,2008,1.0,9,302902,101342,201560,14751117.0,14802479.0,False,130.32
677,NonResidential,Medical Office,Cabrini Medical Tower,901 Boren Avenue,Seattle,WA,8590901010,EAST,1973,1.0,19,319911,156407,163504,15067340.0,15490998.0,False,357.39
678,NonResidential,Large Office,Colman Building,"811 First Avenue, Suite 350",Seattle,WA,8591400005,DOWNTOWN,1900,1.0,6,205521,0,205521,8138616.5,8455976.0,False,282.46
679,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,605 First Avenue,Seattle,WA,8591400075,DOWNTOWN,1900,1.0,6,56700,0,56700,3065954.5,3065954.5,False,21.37
680,NonResidential,Small- and Mid-Sized Office,RDA Building,800 Maynard Ave S,Seattle,WA,8592900345,GREATER DUWAMISH,1925,1.0,4,72000,0,72000,2729167.75,2739121.5,False,23.48
681,NonResidential,Large Office,1633 Westlake Building,1633 Westlake Avenue North,Seattle,WA,8807900360,MAGNOLIA / QUEEN ANNE,2000,1.0,4,191146,94892,96254,5101504.5,5101504.5,False,35.56
682,NonResidential,Other,West Seattle Fitness,2629 SW Andover Street,Seattle,WA,9358000300,DELRIDGE,2001,1.0,3,68763,11527,57236,9029489.0,9596839.0,False,310.19
683,NonResidential,Other,Rainier Square Plaza,3820 Rainier Ave S,Seattle,WA,9834201515,SOUTHEAST,1994,3.0,1,102133,0,102133,20725996.0,21406232.0,False,530.62
685,NonResidential,Large Office,818 Stewart,818 Stewart Street,Seattle,WA,2285050000,DOWNTOWN,2008,1.0,14,362046,0,362046,15725581.0,15725581.0,False,116.95
689,NonResidential,Other,Marketplace at Queen Anne,600 1st Ave N,Seattle,WA,5161000000,MAGNOLIA / QUEEN ANNE,1994,3.0,2,81336,0,81336,13085297.0,13360349.0,False,270.17
690,NonResidential,Large Office,One Convention Place,701 Pike Street,Seattle,WA,5342900000,DOWNTOWN,2001,1.0,23,538933,0,538933,16020642.0,16339807.0,False,111.69
692,NonResidential,Other,2323 Elliott,2323 Elliott Avenue,Seattle,WA,6780950000,DOWNTOWN,1983,1.0,6,275982,197130,78852,5233553.5,5233553.5,False,36.49
693,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),200 W Mercer St,Seattle,WA,7015350000,MAGNOLIA / QUEEN ANNE,1982,1.0,5,98668,0,98668,4391348.0,4395027.0,False,30.61
694,NonResidential,Large Office,Rainier Brewery,3100 Airport Way South,Seattle,WA,7135400000,GREATER DUWAMISH,2007,1.0,1,158931,28381,130550,8751704.0,9336260.0,False,98.54
696,NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",1100 W Ewing St,Seattle,WA,7666200070,MAGNOLIA / QUEEN ANNE,1978,1.0,1,105100,0,105100,22078064.0,22571400.0,False,357.86
701,NonResidential,Retail Store,Elliot Industrial,1523-1541 15th Ave West,Seattle,WA,7666201690,MAGNOLIA / QUEEN ANNE,1978,1.0,1,50660,0,50660,2661488.0,2956254.5,False,60.7
702,NonResidential,Small- and Mid-Sized Office,Hays Elliot,1461-1489 Elliot Ave W,Seattle,WA,7666201740,MAGNOLIA / QUEEN ANNE,1937,1.0,2,61929,0,61929,2203026.5,2421613.25,False,55.73
703,NonResidential,Large Office,501 Elliott Ave West,501 Elliot Ave West,Seattle,WA,7666202080,MAGNOLIA / QUEEN ANNE,2000,1.0,4,165111,55000,110111,25478086.0,25478086.0,False,177.62
704,NonResidential,Large Office,401 Elliott Ave West,401 Elliot Ave West,Seattle,WA,7666202110,MAGNOLIA / QUEEN ANNE,2000,1.0,4,129551,42500,87051,27137190.0,27137190.0,False,189.18
19755,NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",2607 2nd Avenue,Seattle,WA,0654000120,DOWNTOWN,1925,1.0,3,20565,0,20565,802312.5,830100.0,False,5.59
705,NonResidential,Large Office,351 Elliott Ave West,351 Elliot Ave West,Seattle,WA,7666202133,MAGNOLIA / QUEEN ANNE,2000,1.0,5,159937,55971,103966,7857972.5,7857972.5,False,54.78
706,NonResidential,Large Office,333 Elliott West,333 Elliott Ave W,Seattle,WA,7666202160,MAGNOLIA / QUEEN ANNE,2008,1.0,5,183964,46763,137201,14856199.0,14856199.0,False,103.57
707,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,101 Elliott Ave West,Seattle,WA,7666202220,MAGNOLIA / QUEEN ANNE,1986,1.0,5,208210,78848,129362,5514308.5,5799664.5,False,116.74
708,NonResidential,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,Seattle,WA,7666202240,DOWNTOWN,1986,1.0,7,277486,80283,197203,12729858.0,12729858.0,False,88.74
709,NonResidential,Large Office,Pier 69 Corporate HQ,2711 Alaskan Way,Seattle,WA,7666202295,DOWNTOWN,1993,1.0,3,187130,0,187130,10053489.0,10445641.0,False,70.09
710,NonResidential,Large Office,World Trade Center - North,2401 Elliott Avenue,Seattle,WA,7666202320,DOWNTOWN,2000,1.0,5,251044,117867,133177,17186624.0,17186624.0,False,119.81
711,NonResidential,Warehouse,08495-Pier 57,1334 Alaskan Way,Seattle,WA,7666202440,DOWNTOWN,1912,1.0,5,154330,0,154330,1262235.25,1411471.75,False,8.8
712,NonResidential,Large Office,51 University,51 University,Seattle,WA,7666202475,DOWNTOWN,1918,1.0,6,108245,14690,93555,4515180.5,4682152.5,False,50.17
713,NonResidential,Large Office,National Building,1008 Western Ave,Seattle,WA,7666202515,DOWNTOWN,1905,1.0,6,167860,0,167860,6797647.0,7046428.5,False,47.39
715,NonResidential,Large Office,Polson Building,71 Columbia Street,Seattle,WA,7666202565,DOWNTOWN,1910,1.0,6,112560,0,112560,4946798.5,5268183.0,False,97.82
716,NonResidential,Retail Store,Western Building,619 Western Avenue,Seattle,WA,7666202570,DOWNTOWN,1910,1.0,6,86204,0,86204,3241917.0,3350477.0,False,69.02
717,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,2203 Airport Way S,Seattle,WA,7666203240,GREATER DUWAMISH,1985,1.0,2,145158,0,145158,8384523.0,8615958.0,False,119.46
718,NonResidential,Large Office,Holgate Center,1737 Airport Way South,Seattle,WA,7666203300,GREATER DUWAMISH,1951,1.0,2,112896,0,112896,10287986.0,10622784.0,False,157.48
719,NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,1762 6th Ave S,Seattle,WA,7666203440,GREATER DUWAMISH,1960,1.0,1,110613,0,110613,1015060.188,1015060.188,False,7.08
720,NonResidential,Warehouse,6th & Holgate Building,1930 6th Ave. South,Seattle,WA,7666203467,GREATER DUWAMISH,1951,1.0,4,149881,0,149881,2417401.25,2869350.25,False,95.86
722,NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2440 6TH AVE S,Seattle,WA,7666203530,GREATER DUWAMISH,1951,1.0,3,98220,0,98220,6468090.0,6562048.5,False,75.29
723,NonResidential,Distribution Center,North Coast Electric,2450 8th Ave S,Seattle,WA,7666203538,GREATER DUWAMISH,1970,1.0,1,84420,0,84420,2848317.25,2882685.0,False,19.86
725,NonResidential,Distribution Center,Pacific Millennial Realty LLC,3623 6th Ave S,Seattle,WA,7666204100,GREATER DUWAMISH,1961,1.0,1,73335,0,73335,5197118.0,5459973.5,False,155.74
727,NonResidential,Distribution Center,2700 4th Ave S (Best Fixture/Filson),2700 4th Ave S,Seattle,WA,7666204225,GREATER DUWAMISH,1928,1.0,2,56876,0,56876,1791715.625,2015776.625,False,48.5
728,NonResidential,Warehouse,Pacific Iron & Metal,2230 4th Ave S,Seattle,WA,7666204430,GREATER DUWAMISH,1931,1.0,2,61200,0,61200,4912143.0,5285776.5,False,178.62
729,NonResidential,Distribution Center,Gensco Incorporated,1703 6th Ave S,Seattle,WA,7666204590,GREATER DUWAMISH,1987,1.0,1,111908,0,111908,1555420.25,1667059.125,False,34.14
730,NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,Seattle,WA,7666204685,GREATER DUWAMISH,1986,3.0,2,63644,0,63644,6858533.5,7448018.0,False,168.5
731,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,Seattle,WA,7666204745,GREATER DUWAMISH,1930,3.0,2,108753,18860,89893,3639670.25,3714717.25,False,25.37
732,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,Seattle,WA,9231900160,NORTHWEST,1970,1.0,1,141890,35545,106345,16865978.0,17384564.0,False,293.56
734,NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,Seattle,WA,2768302690,BALLARD,2001,1.0,4,92092,21055,71037,4817062.0,4817062.0,False,33.58
735,NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,Seattle,WA,2771100415,MAGNOLIA / QUEEN ANNE,1974,0.0,3,56259,0,56259,2346571.5,2685146.5,False,86.9
738,NonResidential,Other,UW Benjamin Hall IRB,616 NE Northlake Place,Seattle,WA,4207401365,NORTHEAST,2006,1.0,6,143439,0,143439,25631512.0,25736450.0,False,710.7
739,NonResidential,Large Office,Lakeview 837 N 34th,837 N 34th Street,Seattle,WA,1973200389,LAKE UNION,2008,1.0,4,202623,88855,113768,8873485.0,8873485.0,False,61.86
740,NonResidential,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,Seattle,WA,1972206514,LAKE UNION,2000,1.0,2,77174,25800,51374,5481549.0,5481549.0,False,38.21
741,NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,1000 Dexter Avenue North,Seattle,WA,2249500235,MAGNOLIA / QUEEN ANNE,1998,1.0,5,110524,0,110524,6859198.0,6859198.0,False,47.82
742,NonResidential,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,Seattle,WA,2163901105,LAKE UNION,2008,1.0,5,287224,103650,183574,21042926.0,21299472.0,False,314.43
743,NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,Seattle,WA,2163901160,LAKE UNION,1999,1.0,4,115748,18382,97366,36436388.0,35938164.0,False,1154.79
744,NonResidential,Large Office,West Tower,400 Second Avenue,Seattle,WA,1989200750,MAGNOLIA / QUEEN ANNE,2000,1.0,7,241875,84689,157186,8655604.0,8732968.0,False,68.06
745,NonResidential,Large Office,190 Queen Anne,190 Queen Anne,Seattle,WA,1989201385,MAGNOLIA / QUEEN ANNE,1974,1.0,5,102930,18720,84210,4750799.0,5034942.5,False,65.03
748,NonResidential,Small- and Mid-Sized Office,Pier 70,2801 Alaskan Way,Seattle,WA,7666202292,DOWNTOWN,1902,1.0,3,76893,0,76893,12029600.0,12289373.0,False,260.13
749,NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,Seattle,WA,0656000410,DOWNTOWN,1975,1.0,8,150000,23630,126370,9343428.0,9836703.0,False,119.93
750,NonResidential,Large Office,Children's Hospital Research Building #2,1915 Terry Ave,Seattle,WA,0660001255,DOWNTOWN,1953,1.0,7,274362,0,274362,16540550.0,16572684.0,False,147.82
751,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,Seattle,WA,0697000235,DOWNTOWN,1983,1.0,15,378002,116280,261722,17750994.0,18235512.0,False,246.83
752,NonResidential,Large Office,ACTIVE VOICE,2033 6th Ave,Seattle,WA,0659000930,DOWNTOWN,1963,1.0,11,169020,0,169020,11480494.0,12019477.0,False,346.62
753,NonResidential,Other,WestinBuilding,2001 6th Ave,Seattle,WA,0659000950,DOWNTOWN,1981,1.0,33,429405,0,429405,274682208.0,274725984.0,False,1921.82
775,NonResidential,Large Office,Columbia Center - 2015,701 5th Avenue,Seattle,WA,0942000640,DOWNTOWN,1985,1.0,76,1952220,319400,1632820,92937640.0,92537256.0,False,882.56
754,NonResidential,Large Office,Eighth & Olive - New,720 Olive Way,Seattle,WA,0659000305,DOWNTOWN,1981,1.0,19,383515,89778,293737,15878689.0,16228155.0,False,110.7
755,NonResidential,Medical Office,Medical Dental Building,509 Olive Way,Seattle,WA,0659000085,DOWNTOWN,1925,1.0,18,363934,28870,335064,22104512.0,23128454.0,False,582.28
756,NonResidential,Retail Store,601 Pine St,601 Pine St,Seattle,WA,1976700005,DOWNTOWN,1929,1.0,4,78920,0,78920,8303666.5,8303666.5,False,109.85
757,NonResidential,Large Office,Market Place I & II-2003 Western Avenue,2003 Western Avenue,Seattle,WA,1977200280,DOWNTOWN,1979,1.0,7,131143,87160,43983,5177270.5,,False,109.16
758,NonResidential,Other,Pacific Place,600 Pine Street,Seattle,WA,6600470000,DOWNTOWN,1999,1.0,0,947987,0,947987,46510960.0,46343304.0,False,324.25
759,NonResidential,Mixed Use Property,Oddfellows,915 E Pine St,Seattle,WA,6003500460,EAST,1908,1.0,4,55520,0,55520,3686962.25,3904791.25,False,150.88
760,NonResidential,Large Office,Broadacres Building,1601 Second Avenue,Seattle,WA,1977200040,DOWNTOWN,1908,1.0,10,132998,0,132998,3775187.5,4040138.75,False,133.8
761,NonResidential,Retail Store,Ross Dress for Less,301 Pike Street,Seattle,WA,1975700300,DOWNTOWN,1940,1.0,3,83118,0,83118,2443141.5,2533838.5,False,27.82
762,NonResidential,Retail Store,Kress Building,1419 Third Avenue,Seattle,WA,1975700485,DOWNTOWN,1924,1.0,3,77555,0,77555,7802205.5,7802205.5,False,54.4
763,NonResidential,Small- and Mid-Sized Office,Market Square,1415 Western Avenue,Seattle,WA,7666202405,DOWNTOWN,1909,1.0,6,51218,0,51218,2886141.5,2886141.5,False,20.12
764,NonResidential,Large Office,Financial Center - COS Compliance,1215 4th Avenue,Seattle,WA,0002400002,DOWNTOWN,1970,1.0,29,489182,0,489182,36378588.0,37351804.0,False,426.39
765,NonResidential,Large Office,Seattle Tower,1218 3rd Avenue,Seattle,WA,1975200005,DOWNTOWN,1929,1.0,27,216571,13320,203251,16246106.0,17352520.0,False,639.72
766,NonResidential,Large Office,1200 3rd Ave,1200 3rd Ave,Seattle,WA,1975200015,DOWNTOWN,1921,1.0,13,189175,0,189175,19036416.0,19036416.0,False,132.71
767,NonResidential,Large Office,1015 3rd Ave,1015 3rd Ave,Seattle,WA,0939000485,DOWNTOWN,1998,1.0,13,293803,74481,219322,17074142.0,17267470.0,False,119.03
768,NonResidential,Large Office,1201 Western Avenue,1201 Western Avenue,Seattle,WA,7666202480,DOWNTOWN,1910,1.0,7,122356,0,122356,4585070.5,4675881.5,False,41.8
769,NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,Seattle,WA,0939000240,DOWNTOWN,1921,1.0,3,52298,0,52298,1968655.125,2038746.5,False,13.72
771,NonResidential,Large Office,Hoge Building,705 2nd Avenue,Seattle,WA,0939000230,DOWNTOWN,1911,1.0,17,116640,0,116640,6758565.5,7066534.5,False,169.06
772,NonResidential,Large Office,800 Fifth Avenue,800 5th Ave,Seattle,WA,0942000470,DOWNTOWN,1981,1.0,42,1249055,201121,1047934,37980712.0,39518364.0,False,264.78
776,NonResidential,Medical Office,First Hill Medical Building,515 Minor Avenue,Seattle,WA,8590900765,EAST,1988,1.0,5,188339,99314,89025,8523594.0,8588643.0,False,89.41
777,NonResidential,University,Hospital Central Services Laundry,800 13th Ave,Seattle,WA,2254500945,CENTRAL,1916,1.0,2,60122,0,60122,690529.5,745830.3125,False,9.31
778,NonResidential,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,Seattle,WA,7666206830,DOWNTOWN,1910,1.0,6,95000,13700,81300,4052720.0,4269199.5,False,31.43
779,NonResidential,Large Office,Administration Building,500 5TH AVE,Seattle,WA,0942000920,DOWNTOWN,1971,1.0,9,224857,0,224857,15272491.0,16162013.0,False,390.67
780,NonResidential,Large Office,King Street Center,201 South Jackson A-15,Seattle,WA,5247800795,DOWNTOWN,1998,1.0,8,446261,124788,321473,13568148.0,13568148.0,False,94.59
782,NonResidential,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,Seattle,WA,7666206955,GREATER DUWAMISH,1939,1.0,2,58492,0,58492,1594422.5,1849863.625,False,51.56
783,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,Seattle,WA,7666206440,GREATER DUWAMISH,1907,1.0,6,62370,0,62370,4353025.0,4353025.0,False,30.35
784,NonResidential,Warehouse,SEWA,1919 Sixth Ave South,Seattle,WA,7666204495,GREATER DUWAMISH,1960,1.0,1,73296,0,73296,2356376.75,2709055.0,False,73.58
785,Nonresidential COS,Other,Airport Way Ctr - Bldg A,2203 Airport Way S,Seattle,WA,7666203240,GREATER DUWAMISH,1944,1.0,4,99122,0,99122,14469228.0,14522162.0,False,179.45
786,NonResidential,Other,J D OTT COMPANY (2244 6th Ave S),2244 6th Avenue S,Seattle,WA,7666203489,GREATER DUWAMISH,1985,1.0,1,66133,0,66133,6345009.5,6528948.0,False,89.94
